Product_Name,Rating,No_Of_Ratings,Specifications,Price,Original_Price,Discount,Page
"Samsung Galaxy F55 5G (Raisin Black, 128 GB)",4,"3,182 Ratings & 254 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 50MP Front Camera5000 mAh Battery7 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹26,999","₹28,999",6% off,19
"realme 14 Pro+ 5G (Pearl White, 256 GB)",4.4,"8,675 Ratings & 947 Reviews",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹34,999","₹37,999",7% off,19
"Apple iPhone 16 (Teal, 256 GB)",4.6,"1,98,933 Ratings & 6,344 Reviews","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","₹79,900",,,19
"IQOO Neo 10R 5G (MoonKnight Titanium, 256 GB)",4.5,"2,807 Ratings & 182 Reviews",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6400 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹31,720","₹35,999",11% off,19
"Samsung Galaxy A36 5G (Awesome Black, 256 GB)",4.4,267 Ratings & 18 Reviews,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹38,499","₹41,999",8% off,19
"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 256 GB)",4.3,"13,240 Ratings & 1,089 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹33,999","₹40,999",17% off,19
"realme P4 Pro 5G (Midnight Ivy, 128 GB)",4.4,"16,360 Ratings & 1,316 Reviews",8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Display50MP + 8MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Mobile Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹24,999","₹28,999",13% off,19
"realme P4 Pro 5G (Midnight Ivy, 256 GB)",4.4,"16,360 Ratings & 1,316 Reviews",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 8MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Mobile Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹26,999","₹30,999",12% off,19
"realme P4 Pro 5G (Birch Wood, 256 GB)",4.4,"16,360 Ratings & 1,316 Reviews",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 8MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Mobile Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹26,999","₹30,999",12% off,19
"Tecno Pova Slim 5G (Cool Black, 128 GB)",4.3,780 Ratings & 64 Reviews,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP + 2MP | 13MP Front Camera5160 mAh BatteryDimensity 6400 5G Processor1 Year Manufacturer Warranty for Phone,"₹20,999","₹24,999",16% off,19
"realme P4 Pro 5G (Dark Oak Wood, 256 GB)",4.4,"3,635 Ratings & 305 Reviews",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 8MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Mobile Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹28,999","₹32,999",12% off,19
"realme P4 Pro 5G (Dark Oak Wood, 256 GB)",4.4,"16,360 Ratings & 1,316 Reviews",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 8MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Mobile Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹26,999","₹30,999",12% off,19
"realme P4 Pro 5G (Birch Wood, 256 GB)",4.4,"3,635 Ratings & 305 Reviews",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 8MP | 50MP Front Camera7000 mAh BatterySnapdragon 7 Gen 4 Mobile Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹28,999","₹32,999",12% off,19
"Tecno Pova 7 Pro 5G (Dynamic Grey, 256 GB)",4.4,"3,398 Ratings & 364 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display64MP + 8MP | 13MP Front Camera6000 mAh BatteryDimensity 7300 Ultimate Processor1 Year Manufacturer Warranty for Phone,"₹18,749","₹23,999",21% off,19
"Samsung Galaxy F56 5G (Green, 128 GB)",4.4,243 Ratings & 15 Reviews,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 12MP Front Camera5000 mAh BatteryExynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹21,670","₹30,999",30% off,19
"LAVA Bold N1 5G (Champagne Gold, 64 GB)",4.1,55 Ratings & 1 Reviews,4 GB RAM | 64 GB ROM17.02 cm (6.7 inch) Display13MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories,"₹8,799","₹9,999",12% off,19
"Motorola Edge 50 Neo (PANTONE Poinciana, 256 GB)",4.4,"32,167 Ratings & 3,048 Reviews",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Super HD Display50MP + 13MP + 10MP | 32MP Front Camera4310 mAh BatteryDimensity 7300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹20,999","₹29,999",30% off,19
"Tecno Spark Go 5G (Ink Black, 128 GB)",4.3,"1,360 Ratings & 121 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) Display50MP Rear Camera | 5MP Front Camera6000 mAh BatteryDimensity 6400 5G Processor1 Year Manufacturer Warranty for Handset,"₹10,999","₹11,999",8% off,19
"realme 14 Pro+ 5G (Emerald Drift, 256 GB)",4.4,"17,514 Ratings & 2,044 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹24,999","₹35,999",30% off,19
"REDMI 15 5G (Midnight Black, 256 GB)",4.3,"2,540 Ratings & 130 Reviews",8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera7000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹18,320","₹19,999",8% off,19
"Tecno Spark Go 5G (Turquoise Green, 128 GB)",4.3,"1,360 Ratings & 121 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) Display50MP Rear Camera | 5MP Front Camera6000 mAh BatteryDimensity 6400 5G Processor1 Year Manufacturer Warranty for Handset,"₹10,999","₹11,999",8% off,19
"realme Narzo 80x 5G (Deep Ocean, 128 GB)",4.3,"2,252 Ratings & 89 Reviews",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP Rear Camera6000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹13,988","₹15,999",12% off,19
"OPPO A3x (Nebula Red, 64 GB)",4.1,"1,770 Ratings & 87 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5100 mAh Battery6s 4G Gen1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹8,999","₹12,999",30% off,19
"Motorola G85 5G (Viva Magenta, 128 GB)",4.4,"2,57,702 Ratings & 12,739 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,"₹15,999","₹20,999",23% off,20
"Infinix SMART 9 HD (Mint Green, 64 GB)",4.1,"4,501 Ratings & 267 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G50 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹6,699","₹8,999",25% off,20
"realme 14 Pro+ 5G (Pearl White, 128 GB)",4.4,"17,514 Ratings & 2,044 Reviews",8 GB RAM | 128 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹29,999","₹33,999",11% off,20
"vivo V60e (Noble Gold, 256 GB)",4.5,826 Ratings & 52 Reviews,12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display200MP + 8MP | 50MP Front Camera6500 mAh BatteryDimensity 7360-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹33,999","₹38,999",12% off,20
"REDMI 14C 5G (Stargaze Black, 128 GB)",4.2,"9,161 Ratings & 450 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹11,264","₹14,999",24% off,20
"IQOO Z10 5G (Stellar Black / Black, 128 GB)",4.4,"4,860 Ratings & 235 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera7300 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹23,890","₹25,999",8% off,20
"OPPO A5x (Laser White, 64 GB)",4.3,113 Ratings & 7 Reviews,4 GB RAM | 64 GB ROM16.94 cm (6.67 inch) Display32MP Rear Camera | 5MP Front Camera6000 mAh Battery6s 4G Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹8,999","₹12,999",30% off,20
"vivo V60e (Noble Gold, 128 GB)",4.4,"2,024 Ratings & 125 Reviews",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Full HD+ Display200MP + 8MP | 50MP Front Camera6500 mAh BatteryDimensity 7360-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹29,999","₹34,999",14% off,20
"vivo V60e (Noble Gold, 256 GB)",4.4,"2,024 Ratings & 125 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display200MP + 8MP | 50MP Front Camera6500 mAh BatteryDimensity 7360-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹31,999","₹36,999",13% off,20
"Samsung Galaxy A07 LTE (Light Violet, 64 GB)",4.5,48 Ratings & 2 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP5000 mAh BatteryHelio G99 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹7,644","₹10,499",27% off,20
"Samsung Galaxy A07 LTE (Black, 64 GB)",4.5,48 Ratings & 2 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP5000 mAh BatteryHelio G99 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹7,516","₹10,499",28% off,20
"realme 15x 5G (Marine Blue, 128 GB)",4.4,"3,706 Ratings & 256 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.27 cm (6.8 inch) Display50MP Rear Camera | 50MP Front Camera7000 mAh BatteryDimensity 6300 6nm Octa-core chipset Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,999","₹18,999",5% off,20
"POCO X7 5G (Glacier Green, 256 GB)",4.3,"28,239 Ratings & 2,138 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹19,999","₹27,999",28% off,20
"REDMI 14C 5G (Stardust Purple, 128 GB)",4.2,"8,657 Ratings & 430 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,499","₹13,999",25% off,20
"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",4.6,"49,029 Ratings & 2,702 Reviews",8 GB RAM | 128 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 12MP | 12MP Front Camera4000 mAh Battery8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹49,999","₹74,999",33% off,20
"Google Pixel 10 (Lemongrass, 256 GB)",4.5,"1,337 Ratings & 86 Reviews",12 GB RAM | 256 GB ROM16.0 cm (6.3 inch) Quad HD+ Display48MP + 13MP + 10.8MP | 10.5MP Front Camera4970 mAh BatteryTensor G5 Processor1 Year Domestic Warranty,"₹74,999","₹79,999",6% off,20
"Tecno Spark Go 2 (Ink Black, 64 GB)",4.5,151 Ratings & 7 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display13MP Rear Camera5000 mAh Lithium Polymer BatteryT7250 Processor1 Year Manufacturer Warranty for Phone,"₹6,699","₹8,499",21% off,20
"Tecno Spark Go 2 (Veil White, 64 GB)",4.5,151 Ratings & 7 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display13MP Rear Camera5000 mAh Lithium Polymer BatteryT7250 Processor1 Year Manufacturer Warranty for Phone,"₹6,699","₹8,499",21% off,20
"Samsung Galaxy A16 5G (Light Green, 128 GB)",4.2,"3,868 Ratings & 205 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,"₹17,381","₹21,499",19% off,20
"LAVA Bold N1 Pro (Titanium Gold, 128 GB)",4,299 Ratings & 19 Reviews,4 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories,"₹7,299","₹8,399",13% off,20
"Samsung Galaxy A17 5G (Blue, 128 GB)",4.3,261 Ratings & 12 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹18,990","₹20,999",9% off,20
"Samsung Galaxy A17 5G (Black, 128 GB)",4.3,261 Ratings & 12 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹18,990","₹20,999",9% off,20
"LAVA Blaze AMOLED 2 5G (Midnight Black, 128 GB)",4.3,60 Ratings & 6 Reviews,6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories,"₹13,450","₹15,999",15% off,20
"realme P3 5G (Space Silver, 128 GB)",4.4,"22,314 Ratings & 1,440 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh Battery6 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹16,999","₹20,999",19% off,20
"MOTOROLA Edge 70 (PANTONE Lily Pad, 256 GB)",4.5,833 Ratings & 93 Reviews,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP | 50MP Front Camera5000 mAh BatterySnapdragon® 7 Gen 4 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹29,999","₹34,999",14% off,21
"MOTOROLA Edge 60 Pro (Pantone Dazzling Blue, 512 GB)",4.4,"2,279 Ratings & 167 Reviews",16 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 10MP | 50MP Front Camera6000 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹37,999","₹42,999",11% off,21
"realme 14x 5G (Jewel Red, 128 GB)",4.3,"13,824 Ratings & 674 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹14,952","₹16,999",12% off,21
"Infinix GT 30 5G+ Pulse Green 128 (Pulse Green, 128 GB)",4.5,317 Ratings & 16 Reviews,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display64MP + 8MP | 13MP Front Camera5500 mAh BatteryDimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹19,499","₹24,999",22% off,21
"Ai+ Nova 5G (Blue, 128 GB)",4.1,"19,601 Ratings & 1,323 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT8200 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹7,999","₹10,999",27% off,21
"Samsung Galaxy A17 5G (Gray, 128 GB)",4.3,261 Ratings & 12 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹18,990","₹20,999",9% off,21
"Ai+ Nova 5G (Sparkle Red, 128 GB)",4.1,"19,601 Ratings & 1,323 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT8200 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹7,999","₹10,999",27% off,21
"Google Pixel 10 Pro (Obsidian, 256 GB)",4.6,339 Ratings & 32 Reviews,16 GB RAM | 256 GB ROM16.0 cm (6.3 inch) Quad HD+ Display48MP + 48MP + 48MP | 42MP Front Camera4870 mAh BatteryTensor G5 Processor1 Year Domestic Warranty,"₹1,09,999",,,21
"Infinix GT 30 Pro 5G+ (Dark Flare, 256 GB)",4.4,"2,102 Ratings & 148 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display108MP + 8MP | 13MP Front Camera5500 mAh BatteryDimensity 8350 Ultimate Processor1 Year Warranty for Handset and 6 Months Warranty for Accessories,"₹25,999","₹31,999",18% off,21
"vivo T3 Lite 5G (Vibrant Green, 128 GB)",4.4,"73,122 Ratings & 2,366 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹10,499","₹14,499",27% off,21
"vivo T3 Lite 5G (Vibrant Green, 128 GB)",4.4,"1,07,747 Ratings & 3,647 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹11,499","₹15,499",25% off,21
"OPPO K13 Turbo 5G (Midnight Maverick, 128 GB)",4.5,"7,973 Ratings & 485 Reviews",8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh BatteryDimensity 8450 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹27,999","₹33,999",17% off,21
"vivo X300 (Elite Black, 256 GB)",4.7,377 Ratings & 58 Reviews,12 GB RAM | 256 GB ROM40.74 cm (16.04 cm) Display200MP + 50MP + 50MP | 50MP Front Camera6040 mAh BatteryDimensity 9500 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹75,999","₹83,999",9% off,21
"vivo X300 (Summit Red, 256 GB)",4.7,377 Ratings & 58 Reviews,12 GB RAM | 256 GB ROM40.74 cm (16.04 cm) Display200MP + 50MP + 50MP | 50MP Front Camera6040 mAh BatteryDimensity 9500 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹75,999","₹83,999",9% off,21
"vivo X300 (Summit Red, 512 GB)",4.7,377 Ratings & 58 Reviews,12 GB RAM | 512 GB ROM40.74 cm (16.04 cm) Display200MP + 50MP + 50MP | 50MP Front Camera6040 mAh BatteryDimensity 9500 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹81,999","₹89,999",8% off,21
"vivo X300 (Mist Blue, 256 GB)",4.7,377 Ratings & 58 Reviews,12 GB RAM | 256 GB ROM40.74 cm (16.04 cm) Display200MP + 50MP + 50MP | 50MP Front Camera6040 mAh BatteryDimensity 9500 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹75,999","₹83,999",9% off,21
"Tecno Pova Curve 5G (Neon Cyan, 128 GB)",4.4,"2,151 Ratings & 222 Reviews",6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display64MP Rear Camera | 13MP Front Camera5500 mAh BatteryDimensity 7300 Ultimate Processor1 Year Manufacturer Warranty for Handset,"₹15,999","₹18,999",15% off,21
"vivo X300 (Elite Black, 512 GB)",4.7,377 Ratings & 58 Reviews,12 GB RAM | 512 GB ROM40.74 cm (16.04 cm) Display200MP + 50MP + 50MP | 50MP Front Camera6040 mAh BatteryDimensity 9500 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹81,999","₹89,999",8% off,21
"Motorola e40 (Carbon Gray, 64 GB)",4.2,"91,117 Ratings & 7,758 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryUNISOC T700 Processor1 Year on Handset and 6 Months on Accessories,"₹10,999",,,21
"REDMI 14C 5G (Stardust Purple, 128 GB)",4.2,"8,657 Ratings & 430 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,690","₹13,999",23% off,21
"Tecno Spark Go 2 (Veil White, 64 GB)",4.2,"2,209 Ratings & 131 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display13MP Rear Camera5000 mAh Lithium Polymer BatteryT7250 Processor1 Year Manufacturer Warranty for Phone,"₹7,499","₹8,999",16% off,21
"vivo V60e (Elite Purple, 256 GB)",4.4,"2,024 Ratings & 125 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display200MP + 8MP | 50MP Front Camera6500 mAh BatteryDimensity 7360-Turbo Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹31,999","₹36,999",13% off,21
"Tecno Spark Go 2 (Titanium Grey, 64 GB)",4.2,"2,209 Ratings & 131 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display13MP Rear Camera5000 mAh Lithium Polymer BatteryT7250 Processor1 Year Manufacturer Warranty for Phone,"₹7,499","₹8,999",16% off,21
"Tecno Spark Go 2 (Turquoise Green, 64 GB)",4.2,"2,209 Ratings & 131 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display13MP Rear Camera5000 mAh Lithium Polymer BatteryT7250 Processor1 Year Manufacturer Warranty for Phone,"₹7,499","₹8,999",16% off,21
"Tecno Spark Go 2 (Ink Black, 64 GB)",4.2,"2,209 Ratings & 131 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display13MP Rear Camera5000 mAh Lithium Polymer BatteryT7250 Processor1 Year Manufacturer Warranty for Phone,"₹7,499","₹8,999",16% off,22
"Samsung Galaxy A14 5G (Black, 128 GB)",4.2,"82,749 Ratings & 3,841 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium Ion BatteryExynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹18,896","₹20,999",10% off,22
"IQOO Neo 10 (Inferno Red, 256 GB)",4.5,909 Ratings & 67 Reviews,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ E3 Super AMOLED Display50MP + 50MP + 8MP | 32MP + 32MP Dual Front Camera7000 mAh BatteryQualcomm ProcessorDomestic warranty 1 year for handset and 6  months for accessories,"₹40,545","₹40,999",1% off,22
"Samsung S25 Ultra 5G (Titanium Gray, 256 GB)",4.7,338 Ratings & 23 Reviews,12 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹1,09,999","₹1,29,999",15% off,22
"Tecno Pova Slim 5G (Sky Blue, 128 GB)",4.3,780 Ratings & 64 Reviews,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP + 2MP | 13MP Front Camera5160 mAh BatteryDimensity 6400 5G Processor1 Year Manufacturer Warranty for Phone,"₹20,999","₹24,999",16% off,22
"Tecno Pova Slim 5G (Slim White, 128 GB)",4.3,780 Ratings & 64 Reviews,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Display50MP + 2MP | 13MP Front Camera5160 mAh BatteryDimensity 6400 5G Processor1 Year Manufacturer Warranty for Phone,"₹20,999","₹24,999",16% off,22
