Product_Name,Rating,No_Of_Ratings,Specifications,Price,Original_Price,Discount,Page
"POCO M7 Pro 5G (Olive Twilight, 128 GB)",4.3,"34,877 Ratings & 2,523 Reviews",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹13,499","₹18,999",28% off,10
"REDMI A4 (Starry Black, 128 GB)",4.3,"13,353 Ratings & 566 Reviews",4 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,"₹9,299","₹11,999",22% off,10
"Samsung M06 5G (Blazing Black, 128 GB)",4,702 Ratings & 52 Reviews,6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹12,180","₹15,499",21% off,10
"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)",4.2,"2,034 Ratings & 85 Reviews",4 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty,"₹11,998","₹13,999",14% off,10
"realme C71 (Obsidian Black, 64 GB)",4.3,677 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6300 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹7,524","₹8,999",16% off,10
"Samsung M06 5G (Sage Green, 128 GB)",4,702 Ratings & 52 Reviews,6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹11,955","₹13,999",14% off,10
"Samsung M06 5G (Sage Green, 128 GB)",4.1,968 Ratings & 61 Reviews,4 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,475","₹13,999",25% off,10
"realme C71 (Sea Blue, 64 GB)",4.3,677 Ratings & 25 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6300 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹7,715","₹8,999",14% off,10
"Ai+ Nova 5G (Purple, 128 GB)",4.1,"19,601 Ratings & 1,323 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT8200 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹7,999","₹10,999",27% off,10
"POCO M7 Plus 5G (Chrome Silver, 128 GB)",4.3,"5,361 Ratings & 295 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) Display50MP AI Dual Camera7000 mAh BatterySnapdragon 6s Gen 3 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹13,999","₹16,999",17% off,10
"Ai+ Pulse (Sparkle Red, 64 GB)",4.3,"40,425 Ratings & 2,483 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹6,499","₹7,999",18% off,10
"OnePlus Nord 5 5G (Dry Ice, 256 GB)",4.5,"1,948 Ratings & 130 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP Rear Camera6800 mAh Battery1 Year Warranty,"₹33,700","₹34,999",3% off,10
"OnePlus Nord CE4 lite 5G (MEGA BLUE, 256 GB)",4.4,"36,094 Ratings & 1,676 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year,"₹23,981","₹23,999",,10
"realme P4 5G (Forge Red, 128 GB)",4.4,"17,938 Ratings & 1,144 Reviews",6 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,999","₹20,999",14% off,10
"OnePlus Nord CE5 5G (Black Infinity, 128 GB)",4.5,"6,204 Ratings & 343 Reviews",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera7100 mAh Battery1 Year Warranty,"₹24,999",,,10
"OnePlus Nord CE5 5G (Black Infinity, 256 GB)",4.5,"6,204 Ratings & 343 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera7100 mAh Battery1 Year Warranty,"₹26,999",,,10
"OnePlus Nord CE4 lite 5G (MEGA BLUE, 128 GB)",4.4,"36,094 Ratings & 1,676 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year,"₹19,898","₹20,999",5% off,10
"realme C61 (Safari Green, 128 GB)",4.3,"21,839 Ratings & 790 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹8,199","₹10,999",25% off,10
"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",4.6,"49,029 Ratings & 2,702 Reviews",8 GB RAM | 128 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 12MP | 12MP Front Camera4000 mAh Battery8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹49,999","₹74,999",33% off,10
"REDMI A4 (Sparkle Purple, 128 GB)",4.2,"1,582 Ratings & 60 Reviews",6 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP + 50MP | 5MP Dual Front Camera5160 mAh BatterySnapdragon 4s Gen 2 5G Processor Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹10,299","₹12,999",20% off,10
"realme P4 5G (Steel Grey, 128 GB)",4.4,"17,938 Ratings & 1,144 Reviews",6 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,999","₹20,999",14% off,10
"realme P4 5G (Engine Blue, 128 GB)",4.4,"17,938 Ratings & 1,144 Reviews",6 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹17,999","₹20,999",14% off,10
"OnePlus Nord 5 5G (Dry Ice, 256 GB)",4.5,"1,948 Ratings & 130 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Full HD+ AMOLED Display50MP + 50MP + 8MP | 50MP Front Camera6800 mAh BatteryQualcomm® Snapdragon™ 8s Gen 3 Mobile Platform Processor1 Year,"₹33,702","₹34,999",3% off,10
"POCO C85 5G (Power Black, 128 GB)",4.3,75 Ratings & 3 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.53 cm (6.9 inch) HD+ Display50MP Rear Camera | 8MP Front Camera6000 mAh Lithium-Ion Polymer BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹11,999","₹14,499",17% off,11
"Samsung Galaxy S24 FE 5G (Mint, 128 GB)",4.5,"72,721 Ratings & 4,641 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 8MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹39,999","₹59,999",33% off,11
"Samsung Galaxy S24 FE 5G (Graphite, 128 GB)",4.5,"72,721 Ratings & 4,641 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 8MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹39,999","₹59,999",33% off,11
"Samsung Galaxy S24 FE 5G (Graphite, 256 GB)",4.5,"72,721 Ratings & 4,641 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 8MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹45,999","₹65,999",30% off,11
"vivo Y19e (Titanium Silver, 64 GB)",4.3,"3,349 Ratings & 109 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) Display13MP + 0.08MP | 5MP Front Camera5500 mAh BatteryT7225 Processor1 Year Warranty on the Product and 6 Months Warranty on the Accessories,"₹8,807","₹11,999",26% off,11
"Samsung Galaxy A55 5G (Awesome Iceblue, 256 GB)",4.4,"6,017 Ratings & 358 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹27,999","₹45,999",39% off,11
"MOTOROLA Edge 70 (PANTONE Gadget Gray, 256 GB)",4.5,833 Ratings & 93 Reviews,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP | 50MP Front Camera5000 mAh BatterySnapdragon® 7 Gen 4 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹29,999","₹34,999",14% off,11
"POCO X7 5G (Cosmic Silver, 128 GB)",4.3,"28,239 Ratings & 2,138 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹16,999","₹24,999",32% off,11
"IQOO Z10 Lite 5G (Cyber Green, 256 GB)",4.3,"2,057 Ratings & 94 Reviews",8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty,"₹15,257","₹16,999",10% off,11
"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",4.2,"38,028 Ratings & 2,243 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹10,999","₹13,999",21% off,11
"realme P4x 5G (Lake Green, 128 GB)",4.3,963 Ratings & 114 Reviews,8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹17,499","₹18,999",7% off,11
"realme P4x 5G (Elegant Pink, 128 GB)",4.3,963 Ratings & 114 Reviews,8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹17,499","₹18,999",7% off,11
"POCO M7 Plus 5G (Carbon Black, 128 GB)",4.3,"5,361 Ratings & 295 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) Display50MP AI Dual Camera7000 mAh BatterySnapdragon 6s Gen 3 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹13,999","₹16,999",17% off,11
"POCO M7 Plus 5G (Chrome Silver, 128 GB)",4.3,"3,364 Ratings & 193 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.53 cm (6.9 inch) Display50MP AI Dual Camera7000 mAh BatterySnapdragon 6s Gen 3 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹14,999","₹17,999",16% off,11
"Motorola g45 5G (Brilliant Blue, 128 GB)",4.3,"2,50,147 Ratings & 12,377 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 6s Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹11,999","₹14,999",20% off,11
"Samsung Galaxy M07 (Black, 64 GB)",4.2,22 Ratings & 0 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G99 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹7,387","₹9,999",26% off,11
"realme C61 (Marble Black, 128 GB)",4.3,"21,839 Ratings & 790 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹8,199","₹10,999",25% off,11
"Samsung Galaxy F06 5G (Lit Violet, 64 GB)",4.2,"38,028 Ratings & 2,243 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹9,999","₹12,499",20% off,11
"Tecno Pova 7 5G (Oasis Green, 256 GB)",4.4,"8,446 Ratings & 644 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + AI | 13MP Front Camera6000 mAh BatteryDimensity 7300 Ultimate Processor1 Year Manufacturer Warranty for Phone,"₹15,999","₹19,999",20% off,11
"Samsung Galaxy A06 5G (Light Gray, 64 GB)",4.1,"2,505 Ratings & 149 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 50MP | 8MP + 2MP Dual Front Camera5000 mAh Batterymediatek Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹9,487","₹12,499",24% off,11
"Samsung Galaxy S24 FE 5G (Blue, 128 GB)",4.5,"72,721 Ratings & 4,641 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 8MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹39,999","₹59,999",33% off,11
"Samsung Galaxy S24 FE 5G (Mint, 256 GB)",4.5,"72,721 Ratings & 4,641 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 8MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹45,999","₹65,999",30% off,11
"Samsung Galaxy S24 FE 5G (Blue, 256 GB)",4.5,"72,721 Ratings & 4,641 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 8MP | 10MP Front Camera4700 mAh BatteryExynos 2400e Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹45,999","₹65,999",30% off,11
"OnePlus 13R 5G (Nebula Noir, 256 GB)",4.5,"4,784 Ratings & 301 Reviews",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6000 mAh Battery1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹40,982","₹44,999",8% off,11
"Google Pixel 8a (Bay, 128 GB)",4.3,"11,263 Ratings & 858 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP + 13MP | 13MP Front Camera4404 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,"₹39,999","₹52,999",24% off,12
"Samsung M36 5G (Light Green, 128 GB)",4.3,"1,661 Ratings & 91 Reviews",6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty,"₹16,674","₹22,999",27% off,12
"MOTOROLA Razr 60 (PANTONE Spring Bud, 256 GB)",4.4,"1,995 Ratings & 143 Reviews",8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera4500 mAh BatteryDimensity 7400X Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹49,999","₹54,999",9% off,12
"Ai+ Pulse (Black, 128 GB)",4,"4,818 Ratings & 303 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,"₹6,999","₹9,999",30% off,12
"REDMI 15 5G (Midnight Black, 128 GB)",4.3,"1,178 Ratings & 72 Reviews",6 GB RAM | 128 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera7000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹15,409","₹16,999",9% off,12
"REDMI 15 5G (Midnight Black, 128 GB)",4.3,"2,540 Ratings & 130 Reviews",8 GB RAM | 128 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera7000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹15,990","₹17,999",11% off,12
"REDMI 15 5G (Sandy Purple, 128 GB)",4.3,"2,540 Ratings & 130 Reviews",8 GB RAM | 128 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera7000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹15,899","₹17,999",11% off,12
"REDMI 15 5G (Frosted White, 256 GB)",4.3,"2,540 Ratings & 130 Reviews",8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera7000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹18,386","₹19,999",8% off,12
"POCO M7 Pro 5G (Lunar Dust, 128 GB)",4.3,"34,877 Ratings & 2,523 Reviews",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹13,499","₹18,999",28% off,12
"IQOO Z10 Lite 5G (Cyber Green, 128 GB)",4.3,"2,849 Ratings & 111 Reviews",6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty,"₹13,099","₹14,999",12% off,12
"Samsung Galaxy S24 5G Snapdragon (Amber Yellow, 128 GB)",4.6,"49,029 Ratings & 2,702 Reviews",8 GB RAM | 128 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 12MP | 12MP Front Camera4000 mAh Battery8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹49,999","₹74,999",33% off,12
"realme P4x 5G (Lake Green, 128 GB)",4.4,"3,233 Ratings & 301 Reviews",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹15,999","₹17,999",11% off,12
"realme P4x 5G (Elegant Pink, 128 GB)",4.4,"3,233 Ratings & 301 Reviews",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹15,999","₹17,999",11% off,12
"realme P4x 5G (Matte Silver, 128 GB)",4.4,"3,233 Ratings & 301 Reviews",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹15,999","₹17,999",11% off,12
"realme P4x 5G (Lake Green, 256 GB)",4.3,963 Ratings & 114 Reviews,8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹19,499","₹20,999",7% off,12
"REDMI 14C 5G (Stargaze Black, 128 GB)",4.2,"8,657 Ratings & 430 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,417","₹13,999",25% off,12
"REDMI 14C 5G (Starlight Blue, 128 GB)",4.2,"9,161 Ratings & 450 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹11,322","₹14,999",24% off,12
"OnePlus 13R 5g (Astral Trail, 256 GB)",4.5,"4,784 Ratings & 301 Reviews",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6000 mAh Battery1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase,"₹40,999","₹44,999",8% off,12
"MOTOROLA Razr 60 (Ice Melt, 256 GB)",4.4,"1,995 Ratings & 143 Reviews",8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera4500 mAh BatteryDimensity 7400X Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹54,999","₹72,999",24% off,12
"realme C71 (Sea Blue, 128 GB)",4.2,"7,929 Ratings & 306 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.14 cm (6.75 inch) HD+ Display13MP Rear Camera | 5MP Front Camera6300 mAh BatteryT7250 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹9,699","₹10,999",11% off,12
"realme P4 5G (Forge Red, 128 GB)",4.4,"12,901 Ratings & 891 Reviews",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹18,999","₹21,999",13% off,12
"realme P4 5G (Steel Grey, 256 GB)",4.4,"12,901 Ratings & 891 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹20,999","₹23,999",12% off,12
"realme P4 5G (Engine Blue, 128 GB)",4.4,"12,901 Ratings & 891 Reviews",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹18,999","₹21,999",13% off,12
"Samsung Galaxy Z Fold6 5G (Silver Shadow, 256 GB)",4.2,218 Ratings & 13 Reviews,12 GB RAM | 256 GB ROM19.3 cm (7.6 inch) QXGA+ Display50MP + 12MP + 10MP | 10MP Front Camera4400 mAh Lithium ion BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹1,07,499","₹1,64,999",34% off,12
"Samsung Galaxy Z Fold6 5G (Silver Shadow, 256 GB)",4.2,218 Ratings & 13 Reviews,12 GB RAM | 256 GB ROM19.3 cm (7.6 inch) QXGA+ Display50MP + 12MP + 10MP | 10MP Front Camera4400 mAh Lithium ion BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹1,07,499","₹1,64,999",34% off,13
"REDMI 13 5G (Hawaiian Blue, 128 GB)",4.2,"14,482 Ratings & 763 Reviews",8 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Display108MP Rear Camera5030 mAh BatteryBrand Warranty,"₹14,000","₹19,999",29% off,13
"POCO M6 Plus 5G (Misty Lavender, 128 GB)",4.2,"17,662 Ratings & 1,022 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹12,980","₹17,999",27% off,13
"realme P4 5G (Steel Grey, 128 GB)",4.4,"12,901 Ratings & 891 Reviews",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP | 16MP Front Camera7000 mAh BatteryMediatek Dimensity 7400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹18,999","₹21,999",13% off,13
"OnePlus Nord CE4 lite 5G (ULTRA ORANGE, 256 GB)",4.4,"36,094 Ratings & 1,676 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year,"₹23,987","₹23,999",,13
"POCO C71 (Cool Blue, 64 GB)",3.9,"54,664 Ratings & 2,462 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryUnisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories","₹6,799","₹8,999",24% off,13
"REDMI 14C 5G (Starlight Blue, 128 GB)",4.2,"8,657 Ratings & 430 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,472","₹13,999",25% off,13
"REDMI 14C 5G (Stardust Purple, 128 GB)",4.2,"9,161 Ratings & 450 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹11,313","₹14,999",24% off,13
